date_time,date,time,latitude,longitude,depth_km,magnitude,location,hlink,details
03 October 2024 - 11:09 AM,2024-10-03,11:09:00,9.91,125.8,98.0,2.5,014 km S 85° E of Cagdianao (Dinagat Islands),https://earthquake.phivolcs.dost.gov.ph/2024_Earthquake_Information/October/2024_1003_0309_B1.html,"2024_1003_0309 DEPARTMENT OF SCIENCE AND TECHNOLOGY PHILIPPINE INSTITUTE OF VOLCANOLOGY AND SEISMOLOGY EARTHQUAKE INFORMATION NO. : 1 PHIVOLCS Building , C.P. Garcia Avenue, U.P.- Diliman , Quezon City, PHILIPPINES Tel.: 8426-1468 Fax: 8927-1087 Date/Time : 03 Oct 2024 - 11:09:24 AM Location : 09.91°N, 125.80°E - 014 km S 85° E of Cagdianao (Dinagat Islands) Depth of Focus (Km) : 098 Origin : TECTONIC Magnitude : Ms 2.5 Reported Intensities : 11.20a 2024_1003_0309_M25D098_B1 Expecting Damage : NO Expecting Aftershocks : NO Issued On : 03 October 2024 - 11:18 AM Prepared by : KRV/AGSR/CNDA IMPORTANT This will be the only bulletin issued unless additional information becomes available. Always refer to the latest earthquake information posted at the PHIVOLCS official website (https://www.phivolcs.dost.gov.ph)."
03 October 2024 - 10:57 AM,2024-10-03,10:57:00,8.35,126.65,32.0,2.3,034 km S 87° E of Hinatuan (Surigao Del Sur),https://earthquake.phivolcs.dost.gov.ph/2024_Earthquake_Information/October/2024_1003_0257_B1F.html,"2024_1003_0257 DEPARTMENT OF SCIENCE AND TECHNOLOGY PHILIPPINE INSTITUTE OF VOLCANOLOGY AND SEISMOLOGY EARTHQUAKE INFORMATION NO. : 1 PHIVOLCS Building , C.P. Garcia Avenue, U.P.- Diliman , Quezon City, PHILIPPINES Tel.: 8426-1468 Fax: 8927-1087 Date/Time : 03 Oct 2024 - 10:57:24 AM Location : 08.35°N, 126.65°E - 034 km S 87° E of Hinatuan (Surigao Del Sur) Depth of Focus (Km) : 032 Origin : TECTONIC Magnitude : Ms 2.3 Reported Intensities : 11.20a 2024_1003_0257_M23D031_B1F This is an aftershock of the 2023 December 02 Mw7.4 Offshore Surigao del Sur earthquake event. Expecting Damage : NO Expecting Aftershocks : NO Issued On : 03 Oct 2024 - 11:02 AM Prepared by : CNDA/AGSR/KRV IMPORTANT This will be the only bulletin issued unless additional information becomes available. Always refer to the latest earthquake information posted at the PHIVOLCS official website (https://www.phivolcs.dost.gov.ph)."
03 October 2024 - 09:56 AM,2024-10-03,09:56:00,7.18,126.5,128.0,2.2,006 km S 50° W of Manay (Davao Oriental),https://earthquake.phivolcs.dost.gov.ph/2024_Earthquake_Information/October/2024_1003_0156_B2.html,"2024_1003_0156 DEPARTMENT OF SCIENCE AND TECHNOLOGY PHILIPPINE INSTITUTE OF VOLCANOLOGY AND SEISMOLOGY EARTHQUAKE INFORMATION NO. : 2 PHIVOLCS Building , C.P. Garcia Avenue, U.P.- Diliman , Quezon City, PHILIPPINES Tel.: 8426-1468 Fax: 8927-1087 Date/Time : 03 Oct 2024 - 09:56:22 AM Location : 07.18°N, 126.50°E - 006 km S 50° W of Manay (Davao Oriental) Depth of Focus (Km) : 128 Origin : TECTONIC Magnitude : Ms 2.2 Reported Intensities : 11.20a 2024_1003_0156_M22D127_B2 Expecting Damage : NO Expecting Aftershocks : NO Issued On : 03 October 2024 - 08:31 PM Prepared by : GBD/KMG/LJAG IMPORTANT This will be the only bulletin issued unless additional information becomes available. Always refer to the latest earthquake information posted at the PHIVOLCS official website (https://www.phivolcs.dost.gov.ph)."
03 October 2024 - 09:54 AM,2024-10-03,09:54:00,10.28,126.3,33.0,2.3,039 km N 41° E of Burgos (Surigao Del Norte),https://earthquake.phivolcs.dost.gov.ph/2024_Earthquake_Information/October/2024_1003_0154_B1.html,"2024_1003_0154 DEPARTMENT OF SCIENCE AND TECHNOLOGY PHILIPPINE INSTITUTE OF VOLCANOLOGY AND SEISMOLOGY EARTHQUAKE INFORMATION NO. : 1 PHIVOLCS Building , C.P. Garcia Avenue, U.P.- Diliman , Quezon City, PHILIPPINES Tel.: 8426-1468 Fax: 8927-1087 Date/Time : 03 Oct 2024 - 09:54:08 AM Location : 10.28°N, 126.30°E - 039 km N 41° E of Burgos (Surigao Del Norte) Depth of Focus (Km) : 033 Origin : TECTONIC Magnitude : Ms 2.3 Reported Intensities : 11.20a 2024_1003_0154_M23D032_B1 Expecting Damage : NO Expecting Aftershocks : NO Issued On : 03 Oct 2024 - 10:03 AM Prepared by : CNDA/AGSR/KRV IMPORTANT This will be the only bulletin issued unless additional information becomes available. Always refer to the latest earthquake information posted at the PHIVOLCS official website (https://www.phivolcs.dost.gov.ph)."
03 October 2024 - 09:43 AM,2024-10-03,09:43:00,10.2,126.39,1.0,2.8,039 km N 60° E of Burgos (Surigao Del Norte),https://earthquake.phivolcs.dost.gov.ph/2024_Earthquake_Information/October/2024_1003_0143_B2.html,"2024_1003_0143 DEPARTMENT OF SCIENCE AND TECHNOLOGY PHILIPPINE INSTITUTE OF VOLCANOLOGY AND SEISMOLOGY EARTHQUAKE INFORMATION NO. : 2 PHIVOLCS Building , C.P. Garcia Avenue, U.P.- Diliman , Quezon City, PHILIPPINES Tel.: 8426-1468 Fax: 8927-1087 Date/Time : 03 Oct 2024 - 09:43:11 AM Location : 10.20°N, 126.39°E - 039 km N 60° E of Burgos (Surigao Del Norte) Depth of Focus (Km) : 001 Origin : TECTONIC Magnitude : Ms 2.8 Reported Intensities : 11.20a 2024_1003_0143_M28D001_B2 Expecting Damage : NO Expecting Aftershocks : NO Issued On : 03 Oct 2024 - 06:47 PM Prepared by : KMG/LJAG/GBD IMPORTANT This will be the only bulletin issued unless additional information becomes available. Always refer to the latest earthquake information posted at the PHIVOLCS official website (https://www.phivolcs.dost.gov.ph)."
03 October 2024 - 07:27 AM,2024-10-03,07:27:00,11.87,125.52,13.0,4.6,009 km N 50° E of Sulat (Eastern Samar),https://earthquake.phivolcs.dost.gov.ph/2024_Earthquake_Information/October/2024_1002_2327_B2F.html,"2024_1002_2327 DEPARTMENT OF SCIENCE AND TECHNOLOGY PHILIPPINE INSTITUTE OF VOLCANOLOGY AND SEISMOLOGY EARTHQUAKE INFORMATION NO. : 2 PHIVOLCS Building , C.P. Garcia Avenue, U.P.- Diliman , Quezon City, PHILIPPINES Tel.: 8426-1468 Fax: 8927-1087 Date/Time : 03 Oct 2024 - 07:27:06 AM Location : 11.87°N, 125.52°E - 009 km N 50° E of Sulat (Eastern Samar) Depth of Focus (Km) : 013 Origin : TECTONIC Magnitude : Mw 4.6 Reported Intensities : 11.20a 2024_1002_2327_M46D013_B2F Intensity III- Sulat, San Julian, Taft, Can-avid, Maydolong, and City of Borongan, EASTERN SAMAR Intensity II- Balangkayan, Dolores, and Oras, EASTERN SAMAR InstrumentalIntensities: Intensity III- City of Borongan, EASTERN SAMAR; City of Catbalogan, SAMAR Intensity II- Abuyog, Dulag, and Carigara, LEYTE; Marabut and Villareal, SAMAR Intensity I- Basey and Gandara, SAMAR; Javier and Alangalang, LEYTE; Hinunangan, SOUTHERN LEYTE; San Roque, NORTHERN SAMAR Expecting Damage : NO Expecting Aftershocks : NO Issued On : 03 October 2024 - 01:24 PM Prepared by : KRV/AGSR/CNDA IMPORTANT This will be the only bulletin issued unless additional information becomes available. Always refer to the latest earthquake information posted at the PHIVOLCS official website (https://www.phivolcs.dost.gov.ph)."
03 October 2024 - 07:19 AM,2024-10-03,07:19:00,7.79,126.92,5.0,2.6,046 km N 59° E of Baganga (Davao Oriental),https://earthquake.phivolcs.dost.gov.ph/2024_Earthquake_Information/October/2024_1002_2319_B2F.html,"2024_1002_2319 DEPARTMENT OF SCIENCE AND TECHNOLOGY PHILIPPINE INSTITUTE OF VOLCANOLOGY AND SEISMOLOGY EARTHQUAKE INFORMATION NO. : 2 PHIVOLCS Building , C.P. Garcia Avenue, U.P.- Diliman , Quezon City, PHILIPPINES Tel.: 8426-1468 Fax: 8927-1087 Date/Time : 03 Oct 2024 - 07:19:57 AM Location : 07.79°N, 126.92°E - 046 km N 59° E of Baganga (Davao Oriental) Depth of Focus (Km) : 005 Origin : TECTONIC Magnitude : Ms 2.6 Reported Intensities : 11.20a 2024_1002_2319_M26D005_B2F This is an aftershock of the 2024 August 03 Mw6.8 Offshore Surigao del Sur earthquake event. Expecting Damage : NO Expecting Aftershocks : NO Issued On : 03 Oct 2024 - 08:24 PM Prepared by : GBD/KMG/LJAG IMPORTANT This will be the only bulletin issued unless additional information becomes available. Always refer to the latest earthquake information posted at the PHIVOLCS official website (https://www.phivolcs.dost.gov.ph)."
03 October 2024 - 06:19 AM,2024-10-03,06:19:00,15.01,119.72,16.0,2.5,038 km S 81° W of San Felipe (Zambales),https://earthquake.phivolcs.dost.gov.ph/2024_Earthquake_Information/October/2024_1002_2219_B2.html,"2024_1002_2219 DEPARTMENT OF SCIENCE AND TECHNOLOGY PHILIPPINE INSTITUTE OF VOLCANOLOGY AND SEISMOLOGY EARTHQUAKE INFORMATION NO. : 2 PHIVOLCS Building , C.P. Garcia Avenue, U.P.- Diliman , Quezon City, PHILIPPINES Tel.: 8426-1468 Fax: 8927-1087 Date/Time : 03 Oct 2024 - 06:19:53 AM Location : 15.01°N, 119.72°E - 038 km S 81° W of San Felipe (Zambales) Depth of Focus (Km) : 016 Origin : TECTONIC Magnitude : Ms 2.5 Reported Intensities : 11.20a 2024_1002_2219_M25D016_B2 Expecting Damage : NO Expecting Aftershocks : NO Issued On : 03 Oct 2024 - 10:10 PM Prepared by : LJAG/GBD/KMG IMPORTANT This will be the only bulletin issued unless additional information becomes available. Always refer to the latest earthquake information posted at the PHIVOLCS official website (https://www.phivolcs.dost.gov.ph)."
03 October 2024 - 04:43 AM,2024-10-03,04:43:00,5.47,126.29,82.0,4.0,086 km S 56° E of Jose Abad Santos (Davao Occidental),https://earthquake.phivolcs.dost.gov.ph/2024_Earthquake_Information/October/2024_1002_2043_B2.html,"2024_1002_2043 DEPARTMENT OF SCIENCE AND TECHNOLOGY PHILIPPINE INSTITUTE OF VOLCANOLOGY AND SEISMOLOGY EARTHQUAKE INFORMATION NO. : 2 PHIVOLCS Building , C.P. Garcia Avenue, U.P.- Diliman , Quezon City, PHILIPPINES Tel.: 8426-1468 Fax: 8927-1087 Date/Time : 03 Oct 2024 - 04:43:57 AM Location : 05.47°N, 126.29°E - 086 km S 56° E of Jose Abad Santos (Davao Occidental) Depth of Focus (Km) : 082 Origin : TECTONIC Magnitude : Ms 4.0 Reported Intensities : 11.20a 2024_1002_2043_M40D082_B2 Expecting Damage : NO Expecting Aftershocks : NO Issued On : 03 Oct 2024 - 06:35 PM Prepared by : KMG/LJAG/GBD IMPORTANT This will be the only bulletin issued unless additional information becomes available. Always refer to the latest earthquake information posted at the PHIVOLCS official website (https://www.phivolcs.dost.gov.ph)."
03 October 2024 - 04:22 AM,2024-10-03,04:22:00,17.43,120.07,1.0,2.0,036 km S 69° W of Caoayan (Ilocos Sur),https://earthquake.phivolcs.dost.gov.ph/2024_Earthquake_Information/October/2024_1002_2022_B2.html,"2024_1002_2022 DEPARTMENT OF SCIENCE AND TECHNOLOGY PHILIPPINE INSTITUTE OF VOLCANOLOGY AND SEISMOLOGY EARTHQUAKE INFORMATION NO. : 2 PHIVOLCS Building , C.P. Garcia Avenue, U.P.- Diliman , Quezon City, PHILIPPINES Tel.: 8426-1468 Fax: 8927-1087 Date/Time : 03 Oct 2024 - 04:22:18 AM Location : 17.43°N, 120.07°E - 036 km S 69° W of Caoayan (Ilocos Sur) Depth of Focus (Km) : 001 Origin : TECTONIC Magnitude : Ms 2.0 Reported Intensities : 11.20a 2024_1002_2022_M20D000_B2 Expecting Damage : NO Expecting Aftershocks : NO Issued On : 03 Oct 2024 - 08:16 PM Prepared by : GBD/KMG/LJAG IMPORTANT This will be the only bulletin issued unless additional information becomes available. Always refer to the latest earthquake information posted at the PHIVOLCS official website (https://www.phivolcs.dost.gov.ph)."
03 October 2024 - 04:15 AM,2024-10-03,04:15:00,12.53,123.68,24.0,1.5,007 km S 57° W of San Jacinto (Masbate),https://earthquake.phivolcs.dost.gov.ph/2024_Earthquake_Information/October/2024_1002_2015_B1_2.html,"2024_1002_2015 DEPARTMENT OF SCIENCE AND TECHNOLOGY PHILIPPINE INSTITUTE OF VOLCANOLOGY AND SEISMOLOGY EARTHQUAKE INFORMATION NO. : 1 PHIVOLCS Building , C.P. Garcia Avenue, U.P.- Diliman , Quezon City, PHILIPPINES Tel.: 8426-1468 Fax: 8927-1087 Date/Time : 03 Oct 2024 - 04:15:43 AM Location : 12.53°N, 123.68°E - 007 km S 57° W of San Jacinto (Masbate) Depth of Focus (Km) : 024 Origin : TECTONIC Magnitude : Ms 1.5 Reported Intensities : 11.20a 2024_1002_2015_M15D024_B1 Expecting Damage : NO Expecting Aftershocks : NO Issued On : 03 Oct 2024 - 04:20 AM Prepared by : EFRB/JSO/RGA IMPORTANT This will be the only bulletin issued unless additional information becomes available. Always refer to the latest earthquake information posted at the PHIVOLCS official website (https://www.phivolcs.dost.gov.ph)."
03 October 2024 - 04:15 AM,2024-10-03,04:15:00,12.36,123.58,33.0,1.4,005 km S 77° W of City Of Masbate (Masbate),https://earthquake.phivolcs.dost.gov.ph/2024_Earthquake_Information/October/2024_1002_2015_B1_1.html,"2024_1002_2015 DEPARTMENT OF SCIENCE AND TECHNOLOGY PHILIPPINE INSTITUTE OF VOLCANOLOGY AND SEISMOLOGY EARTHQUAKE INFORMATION NO. : 1 PHIVOLCS Building , C.P. Garcia Avenue, U.P.- Diliman , Quezon City, PHILIPPINES Tel.: 8426-1468 Fax: 8927-1087 Date/Time : 03 Oct 2024 - 04:15:33 AM Location : 12.36°N, 123.58°E - 005 km S 77° W of City Of Masbate (Masbate) Depth of Focus (Km) : 033 Origin : TECTONIC Magnitude : Ms 1.4 Reported Intensities : 11.20a 2024_1002_2015_M14D032_B1 Expecting Damage : NO Expecting Aftershocks : NO Issued On : 03 Oct 2024 - 04:22 AM Prepared by : EFRB/JSO/RGA IMPORTANT This will be the only bulletin issued unless additional information becomes available. Always refer to the latest earthquake information posted at the PHIVOLCS official website (https://www.phivolcs.dost.gov.ph)."
03 October 2024 - 03:58 AM,2024-10-03,03:58:00,13.84,120.71,33.0,1.7,008 km N 88° E of Calatagan (Batangas),https://earthquake.phivolcs.dost.gov.ph/2024_Earthquake_Information/October/2024_1002_1958_B1.html,"2024_1002_1958 DEPARTMENT OF SCIENCE AND TECHNOLOGY PHILIPPINE INSTITUTE OF VOLCANOLOGY AND SEISMOLOGY EARTHQUAKE INFORMATION NO. : 1 PHIVOLCS Building , C.P. Garcia Avenue, U.P.- Diliman , Quezon City, PHILIPPINES Tel.: 8426-1468 Fax: 8927-1087 Date/Time : 03 Oct 2024 - 03:58:54 AM Location : 13.84°N, 120.71°E - 008 km N 88° E of Calatagan (Batangas) Depth of Focus (Km) : 033 Origin : TECTONIC Magnitude : Ms 1.7 Reported Intensities : 11.20a 2024_1002_1958_M17D033_B1 Expecting Damage : NO Expecting Aftershocks : NO Issued On : 03 Oct 2024 - 04:04 AM Prepared by : EFRB/JSO/RGA IMPORTANT This will be the only bulletin issued unless additional information becomes available. Always refer to the latest earthquake information posted at the PHIVOLCS official website (https://www.phivolcs.dost.gov.ph)."
03 October 2024 - 03:40 AM,2024-10-03,03:40:00,6.2,126.78,8.0,2.8,093 km S 57° E of Governor Generoso (Davao Oriental),https://earthquake.phivolcs.dost.gov.ph/2024_Earthquake_Information/October/2024_1002_1940_B2.html,"2024_1002_1940 DEPARTMENT OF SCIENCE AND TECHNOLOGY PHILIPPINE INSTITUTE OF VOLCANOLOGY AND SEISMOLOGY EARTHQUAKE INFORMATION NO. : 2 PHIVOLCS Building , C.P. Garcia Avenue, U.P.- Diliman , Quezon City, PHILIPPINES Tel.: 8426-1468 Fax: 8927-1087 Date/Time : 03 Oct 2024 - 03:40:22 AM Location : 06.20°N, 126.78°E - 093 km S 57° E of Governor Generoso (Davao Oriental) Depth of Focus (Km) : 008 Origin : TECTONIC Magnitude : Ms 2.8 Reported Intensities : 11.20a 2024_1002_1940_M28D008_B2 Expecting Damage : NO Expecting Aftershocks : NO Issued On : 03 Oct 2024 - 09:38 PM Prepared by : LJAG/GBD/KMG IMPORTANT This will be the only bulletin issued unless additional information becomes available. Always refer to the latest earthquake information posted at the PHIVOLCS official website (https://www.phivolcs.dost.gov.ph)."
