date_time,date,time,latitude,longitude,depth_km,magnitude,location,hlink,details
05 October 2024 - 06:18 AM,2024-10-05,06:18:00,11.79,125.68,3.0,2.5,025 km N 80° E of San Julian (Eastern Samar),https://earthquake.phivolcs.dost.gov.ph/2024_Earthquake_Information/October/2024_1004_2218_B2.html,"2024_1004_2218 DEPARTMENT OF SCIENCE AND TECHNOLOGY PHILIPPINE INSTITUTE OF VOLCANOLOGY AND SEISMOLOGY EARTHQUAKE INFORMATION NO. : 2 PHIVOLCS Building , C.P. Garcia Avenue, U.P.- Diliman , Quezon City, PHILIPPINES Tel.: 8426-1468 Fax: 8927-1087 Date/Time : 05 Oct 2024 - 06:18:30 AM Location : 11.79°N, 125.68°E - 025 km N 80° E of San Julian (Eastern Samar) Depth of Focus (Km) : 003 Origin : TECTONIC Magnitude : Ms 2.5 Reported Intensities : 11.20a 2024_1004_2218_M25D002_B2 Expecting Damage : NO Expecting Aftershocks : NO Issued On : 05 October 2024 - 11:17 PM Prepared by : RRDC/RFJ/JMG/GBD IMPORTANT This will be the only bulletin issued unless additional information becomes available. Always refer to the latest earthquake information posted at the PHIVOLCS official website (https://www.phivolcs.dost.gov.ph)."
05 October 2024 - 06:06 AM,2024-10-05,06:06:00,7.9,126.2,33.0,2.0,018 km N 62° E of Monkayo (Davao De Oro),https://earthquake.phivolcs.dost.gov.ph/2024_Earthquake_Information/October/2024_1004_2206_B1.html,"2024_1004_2206 DEPARTMENT OF SCIENCE AND TECHNOLOGY PHILIPPINE INSTITUTE OF VOLCANOLOGY AND SEISMOLOGY EARTHQUAKE INFORMATION NO. : 1 PHIVOLCS Building , C.P. Garcia Avenue, U.P.- Diliman , Quezon City, PHILIPPINES Tel.: 8426-1468 Fax: 8927-1087 Date/Time : 05 Oct 2024 - 06:06:46 AM Location : 07.90°N, 126.20°E - 018 km N 62° E of Monkayo (Davao De Oro) Depth of Focus (Km) : 033 Origin : TECTONIC Magnitude : Ms 2.0 Reported Intensities : 11.20a 2024_1004_2206_M20D033_B1 Expecting Damage : NO Expecting Aftershocks : NO Issued On : 05 Oct 2024 - 06:12 AM Prepared by : EFRB/PPS/MAMG IMPORTANT This will be the only bulletin issued unless additional information becomes available. Always refer to the latest earthquake information posted at the PHIVOLCS official website (https://www.phivolcs.dost.gov.ph)."
05 October 2024 - 05:21 AM,2024-10-05,05:21:00,4.55,126.34,47.0,4.8,153 km S 47° E of Balut Island (Municipality Of Sarangani) (Davao Occidental),https://earthquake.phivolcs.dost.gov.ph/2024_Earthquake_Information/October/2024_1004_2121_B3.html,"2024_1004_2121 DEPARTMENT OF SCIENCE AND TECHNOLOGY PHILIPPINE INSTITUTE OF VOLCANOLOGY AND SEISMOLOGY EARTHQUAKE INFORMATION NO. : 3 PHIVOLCS Building , C.P. Garcia Avenue, U.P.- Diliman , Quezon City, PHILIPPINES Tel.: 8426-1468 Fax: 8927-1087 Date/Time : 05 Oct 2024 - 05:21:06 AM Location : 04.55°N, 126.34°E - 153 km S 47° E of Balut Island (Municipality Of Sarangani) (Davao Occidental) Depth of Focus (Km) : 047 Origin : TECTONIC Magnitude : Mw 4.8 Reported Intensities : 11.20a 2024_1004_2121_M48D047_B3 Expecting Damage : NO Expecting Aftershocks : NO Issued On : 05 Oct 2024 - 10:57 PM Prepared by : RRDC/RFJ/JMG/GBD IMPORTANT This will be the only bulletin issued unless additional information becomes available. Always refer to the latest earthquake information posted at the PHIVOLCS official website (https://www.phivolcs.dost.gov.ph)."
05 October 2024 - 05:00 AM,2024-10-05,05:00:00,17.1,120.35,13.0,1.8,011 km N 80° W of Santa Cruz (Ilocos Sur),https://earthquake.phivolcs.dost.gov.ph/2024_Earthquake_Information/October/2024_1004_2100_B1.html,"2024_1004_2100 DEPARTMENT OF SCIENCE AND TECHNOLOGY PHILIPPINE INSTITUTE OF VOLCANOLOGY AND SEISMOLOGY EARTHQUAKE INFORMATION NO. : 1 PHIVOLCS Building , C.P. Garcia Avenue, U.P.- Diliman , Quezon City, PHILIPPINES Tel.: 8426-1468 Fax: 8927-1087 Date/Time : 05 Oct 2024 - 05:00:26 AM Location : 17.10°N, 120.35°E - 011 km N 80° W of Santa Cruz (Ilocos Sur) Depth of Focus (Km) : 013 Origin : TECTONIC Magnitude : Ms 1.8 Reported Intensities : 11.20a 2024_1004_2100_M18D012_B1 Expecting Damage : NO Expecting Aftershocks : NO Issued On : 05 October 2024 - 05:06 AM Prepared by : PPS/EFRB/MAMG IMPORTANT This will be the only bulletin issued unless additional information becomes available. Always refer to the latest earthquake information posted at the PHIVOLCS official website (https://www.phivolcs.dost.gov.ph)."
05 October 2024 - 04:42 AM,2024-10-05,04:42:00,4.06,127.61,33.0,3.8,284 km S 57° E of Sarangani Island (Municipality Of Sarangani) (Davao Occidental),https://earthquake.phivolcs.dost.gov.ph/2024_Earthquake_Information/October/2024_1004_2042_B1.html,"2024_1004_2042 DEPARTMENT OF SCIENCE AND TECHNOLOGY PHILIPPINE INSTITUTE OF VOLCANOLOGY AND SEISMOLOGY EARTHQUAKE INFORMATION NO. : 1 PHIVOLCS Building , C.P. Garcia Avenue, U.P.- Diliman , Quezon City, PHILIPPINES Tel.: 8426-1468 Fax: 8927-1087 Date/Time : 05 Oct 2024 - 04:42:18 AM Location : 04.06°N, 127.61°E - 284 km S 57° E of Sarangani Island (Municipality Of Sarangani) (Davao Occidental) Depth of Focus (Km) : 033 Origin : TECTONIC Magnitude : Ms 3.8 Reported Intensities : 11.20a 2024_1004_2042_M38D032_B1 Expecting Damage : NO Expecting Aftershocks : NO Issued On : 05 Oct 2024 - 04:52 AM Prepared by : EFRB/PPS/MAMG IMPORTANT This will be the only bulletin issued unless additional information becomes available. Always refer to the latest earthquake information posted at the PHIVOLCS official website (https://www.phivolcs.dost.gov.ph)."
05 October 2024 - 04:33 AM,2024-10-05,04:33:00,9.64,125.93,31.0,1.8,004 km N 54° W of Socorro (Surigao Del Norte),https://earthquake.phivolcs.dost.gov.ph/2024_Earthquake_Information/October/2024_1004_2033_B2.html,"2024_1004_2033 DEPARTMENT OF SCIENCE AND TECHNOLOGY PHILIPPINE INSTITUTE OF VOLCANOLOGY AND SEISMOLOGY EARTHQUAKE INFORMATION NO. : 2 PHIVOLCS Building , C.P. Garcia Avenue, U.P.- Diliman , Quezon City, PHILIPPINES Tel.: 8426-1468 Fax: 8927-1087 Date/Time : 05 Oct 2024 - 04:33:19 AM Location : 09.64°N, 125.93°E - 004 km N 54° W of Socorro (Surigao Del Norte) Depth of Focus (Km) : 031 Origin : TECTONIC Magnitude : Ms 1.8 Reported Intensities : 11.20a 2024_1004_2033_M18D030_B2 Expecting Damage : NO Expecting Aftershocks : NO Issued On : 05 October 2024 - 09:49 PM Prepared by : RRDC/RFJ/JMG/GBD IMPORTANT This will be the only bulletin issued unless additional information becomes available. Always refer to the latest earthquake information posted at the PHIVOLCS official website (https://www.phivolcs.dost.gov.ph)."
05 October 2024 - 03:35 AM,2024-10-05,03:35:00,14.37,120.29,72.0,1.8,023 km S 73° W of Mariveles (Bataan),https://earthquake.phivolcs.dost.gov.ph/2024_Earthquake_Information/October/2024_1004_1935_B2.html,"2024_1004_1935 DEPARTMENT OF SCIENCE AND TECHNOLOGY PHILIPPINE INSTITUTE OF VOLCANOLOGY AND SEISMOLOGY EARTHQUAKE INFORMATION NO. : 2 PHIVOLCS Building , C.P. Garcia Avenue, U.P.- Diliman , Quezon City, PHILIPPINES Tel.: 8426-1468 Fax: 8927-1087 Date/Time : 05 Oct 2024 - 03:35:02 AM Location : 14.37°N, 120.29°E - 023 km S 73° W of Mariveles (Bataan) Depth of Focus (Km) : 072 Origin : TECTONIC Magnitude : Ms 1.8 Reported Intensities : 11.20a 2024_1004_1935_M18D072_B2 Expecting Damage : NO Expecting Aftershocks : NO Issued On : 05 October 2024 - 09:39 PM Prepared by : JMG/RDCC/RFJ/GBD IMPORTANT This will be the only bulletin issued unless additional information becomes available. Always refer to the latest earthquake information posted at the PHIVOLCS official website (https://www.phivolcs.dost.gov.ph)."
05 October 2024 - 03:22 AM,2024-10-05,03:22:00,8.33,126.97,1.0,1.6,069 km N 62° E of Lingig (Surigao Del Sur),https://earthquake.phivolcs.dost.gov.ph/2024_Earthquake_Information/October/2024_1004_1922_B1F.html,"2024_1004_1922 DEPARTMENT OF SCIENCE AND TECHNOLOGY PHILIPPINE INSTITUTE OF VOLCANOLOGY AND SEISMOLOGY EARTHQUAKE INFORMATION NO. : 1 PHIVOLCS Building , C.P. Garcia Avenue, U.P.- Diliman , Quezon City, PHILIPPINES Tel.: 8426-1468 Fax: 8927-1087 Date/Time : 05 Oct 2024 - 03:22:06 AM Location : 08.33°N, 126.97°E - 069 km N 62° E of Lingig (Surigao Del Sur) Depth of Focus (Km) : 001 Origin : TECTONIC Magnitude : Ms 1.6 Reported Intensities : 11.20a 2024_1004_1922_M16D001_B1F This is an aftershock of the 2024 August 03 Mw6.8 Offshore Surigao del Sur earthquake event. Expecting Damage : NO Expecting Aftershocks : NO Issued On : 05 Oct 2024 - 03:30 AM Prepared by : EFRB/PPS/MAMG IMPORTANT This will be the only bulletin issued unless additional information becomes available. Always refer to the latest earthquake information posted at the PHIVOLCS official website (https://www.phivolcs.dost.gov.ph)."
05 October 2024 - 02:59 AM,2024-10-05,02:59:00,9.65,126.88,12.0,1.9,081 km S 80° E of General Luna (Surigao Del Norte),https://earthquake.phivolcs.dost.gov.ph/2024_Earthquake_Information/October/2024_1004_1859_B1.html,"2024_1004_1859 DEPARTMENT OF SCIENCE AND TECHNOLOGY PHILIPPINE INSTITUTE OF VOLCANOLOGY AND SEISMOLOGY EARTHQUAKE INFORMATION NO. : 1 PHIVOLCS Building , C.P. Garcia Avenue, U.P.- Diliman , Quezon City, PHILIPPINES Tel.: 8426-1468 Fax: 8927-1087 Date/Time : 05 Oct 2024 - 02:59:28 AM Location : 09.65°N, 126.88°E - 081 km S 80° E of General Luna (Surigao Del Norte) Depth of Focus (Km) : 012 Origin : TECTONIC Magnitude : Ms 1.9 Reported Intensities : 11.20a 2024_1004_1859_M19D012_B1 Expecting Damage : NO Expecting Aftershocks : NO Issued On : 05 October 2024 - 03:05 AM Prepared by : PPS/EFRB/MAMG IMPORTANT This will be the only bulletin issued unless additional information becomes available. Always refer to the latest earthquake information posted at the PHIVOLCS official website (https://www.phivolcs.dost.gov.ph)."
05 October 2024 - 02:53 AM,2024-10-05,02:53:00,8.24,126.64,42.0,1.5,032 km N 49° E of Lingig (Surigao Del Sur),https://earthquake.phivolcs.dost.gov.ph/2024_Earthquake_Information/October/2024_1004_1853_B1F.html,"2024_1004_1853 DEPARTMENT OF SCIENCE AND TECHNOLOGY PHILIPPINE INSTITUTE OF VOLCANOLOGY AND SEISMOLOGY EARTHQUAKE INFORMATION NO. : 1 PHIVOLCS Building , C.P. Garcia Avenue, U.P.- Diliman , Quezon City, PHILIPPINES Tel.: 8426-1468 Fax: 8927-1087 Date/Time : 05 Oct 2024 - 02:53:57 AM Location : 08.24°N, 126.64°E - 032 km N 49° E of Lingig (Surigao Del Sur) Depth of Focus (Km) : 042 Origin : TECTONIC Magnitude : Ms 1.5 Reported Intensities : 11.20a 2024_1004_1853_M15D042_B1F This is an aftershock of the 2024 August 03 Mw6.8 Offshore Surigao del Sur earthquake event. Expecting Damage : NO Expecting Aftershocks : NO Issued On : 05 Oct 2024 - 02:59 AM Prepared by : EFRB/PPS/MAMG IMPORTANT This will be the only bulletin issued unless additional information becomes available. Always refer to the latest earthquake information posted at the PHIVOLCS official website (https://www.phivolcs.dost.gov.ph)."
05 October 2024 - 02:50 AM,2024-10-05,02:50:00,9.81,125.92,11.0,2.6,009 km S 36° W of Del Carmen (Surigao Del Norte),https://earthquake.phivolcs.dost.gov.ph/2024_Earthquake_Information/October/2024_1004_1850_B2.html,"2024_1004_1850 DEPARTMENT OF SCIENCE AND TECHNOLOGY PHILIPPINE INSTITUTE OF VOLCANOLOGY AND SEISMOLOGY EARTHQUAKE INFORMATION NO. : 2 PHIVOLCS Building , C.P. Garcia Avenue, U.P.- Diliman , Quezon City, PHILIPPINES Tel.: 8426-1468 Fax: 8927-1087 Date/Time : 05 Oct 2024 - 02:50:06 AM Location : 09.81°N, 125.92°E - 009 km S 36° W of Del Carmen (Surigao Del Norte) Depth of Focus (Km) : 011 Origin : TECTONIC Magnitude : Ms 2.6 Reported Intensities : 11.20a 2024_1004_1850_M26D010_B2 Expecting Damage : NO Expecting Aftershocks : NO Issued On : 05 October 2024 - 08:42 PM Prepared by : RRDC/RFJ/JMG/GBD IMPORTANT This will be the only bulletin issued unless additional information becomes available. Always refer to the latest earthquake information posted at the PHIVOLCS official website (https://www.phivolcs.dost.gov.ph)."
05 October 2024 - 02:32 AM,2024-10-05,02:32:00,8.23,126.36,52.0,2.4,005 km N 69° E of City Of Bislig (Surigao Del Sur),https://earthquake.phivolcs.dost.gov.ph/2024_Earthquake_Information/October/2024_1004_1832_B2.html,"2024_1004_1832 DEPARTMENT OF SCIENCE AND TECHNOLOGY PHILIPPINE INSTITUTE OF VOLCANOLOGY AND SEISMOLOGY EARTHQUAKE INFORMATION NO. : 2 PHIVOLCS Building , C.P. Garcia Avenue, U.P.- Diliman , Quezon City, PHILIPPINES Tel.: 8426-1468 Fax: 8927-1087 Date/Time : 05 Oct 2024 - 02:32:38 AM Location : 08.23°N, 126.36°E - 005 km N 69° E of City Of Bislig (Surigao Del Sur) Depth of Focus (Km) : 052 Origin : TECTONIC Magnitude : Ms 2.4 Reported Intensities : 11.20a 2024_1004_1832_M24D051_B2 Expecting Damage : NO Expecting Aftershocks : NO Issued On : 05 October 2024 - 08:25 PM Prepared by : RRDC/RFJ/JMG/GBD IMPORTANT This will be the only bulletin issued unless additional information becomes available. Always refer to the latest earthquake information posted at the PHIVOLCS official website (https://www.phivolcs.dost.gov.ph)."
05 October 2024 - 02:28 AM,2024-10-05,02:28:00,8.78,126.75,16.0,2.3,049 km S 87° E of Marihatag (Surigao Del Sur),https://earthquake.phivolcs.dost.gov.ph/2024_Earthquake_Information/October/2024_1004_1828_B2.html,"2024_1004_1828 DEPARTMENT OF SCIENCE AND TECHNOLOGY PHILIPPINE INSTITUTE OF VOLCANOLOGY AND SEISMOLOGY EARTHQUAKE INFORMATION NO. : 2 PHIVOLCS Building , C.P. Garcia Avenue, U.P.- Diliman , Quezon City, PHILIPPINES Tel.: 8426-1468 Fax: 8927-1087 Date/Time : 05 Oct 2024 - 02:28:59 AM Location : 08.78°N, 126.75°E - 049 km S 87° E of Marihatag (Surigao Del Sur) Depth of Focus (Km) : 016 Origin : TECTONIC Magnitude : Ms 2.3 Reported Intensities : 11.20a 2024_1004_1828_M23D016_B2 Expecting Damage : NO Expecting Aftershocks : NO Issued On : 05 October 2024 - 09:08 PM Prepared by : JMG/RDCC/RFJ/GBD IMPORTANT This will be the only bulletin issued unless additional information becomes available. Always refer to the latest earthquake information posted at the PHIVOLCS official website (https://www.phivolcs.dost.gov.ph)."
05 October 2024 - 02:22 AM,2024-10-05,02:22:00,13.87,119.87,25.0,2.0,027 km N 88° W of Lubang (Occidental Mindoro),https://earthquake.phivolcs.dost.gov.ph/2024_Earthquake_Information/October/2024_1004_1822_B2.html,"2024_1004_1822 DEPARTMENT OF SCIENCE AND TECHNOLOGY PHILIPPINE INSTITUTE OF VOLCANOLOGY AND SEISMOLOGY EARTHQUAKE INFORMATION NO. : 2 PHIVOLCS Building , C.P. Garcia Avenue, U.P.- Diliman , Quezon City, PHILIPPINES Tel.: 8426-1468 Fax: 8927-1087 Date/Time : 05 Oct 2024 - 02:22:02 AM Location : 13.87°N, 119.87°E - 027 km N 88° W of Lubang (Occidental Mindoro) Depth of Focus (Km) : 025 Origin : TECTONIC Magnitude : Ms 2.0 Reported Intensities : 11.20a 2024_1004_1822_M20D025_B2 Expecting Damage : NO Expecting Aftershocks : NO Issued On : 05 October 2024 - 08:53 PM Prepared by : JMG/RDCC/RFJ/GBD IMPORTANT This will be the only bulletin issued unless additional information becomes available. Always refer to the latest earthquake information posted at the PHIVOLCS official website (https://www.phivolcs.dost.gov.ph)."
05 October 2024 - 02:12 AM,2024-10-05,02:12:00,8.99,126.52,33.0,2.5,025 km N 72° E of Cagwait (Surigao Del Sur),https://earthquake.phivolcs.dost.gov.ph/2024_Earthquake_Information/October/2024_1004_1812_B1.html,"2024_1004_1812 DEPARTMENT OF SCIENCE AND TECHNOLOGY PHILIPPINE INSTITUTE OF VOLCANOLOGY AND SEISMOLOGY EARTHQUAKE INFORMATION NO. : 1 PHIVOLCS Building , C.P. Garcia Avenue, U.P.- Diliman , Quezon City, PHILIPPINES Tel.: 8426-1468 Fax: 8927-1087 Date/Time : 05 Oct 2024 - 02:12:43 AM Location : 08.99°N, 126.52°E - 025 km N 72° E of Cagwait (Surigao Del Sur) Depth of Focus (Km) : 033 Origin : TECTONIC Magnitude : Ms 2.5 Reported Intensities : 11.20a 2024_1004_1812_M25D033_B1 Expecting Damage : NO Expecting Aftershocks : NO Issued On : 05 October 2024 - 02:20 AM Prepared by : PPS/EFRB/MAMG IMPORTANT This will be the only bulletin issued unless additional information becomes available. Always refer to the latest earthquake information posted at the PHIVOLCS official website (https://www.phivolcs.dost.gov.ph)."
05 October 2024 - 02:03 AM,2024-10-05,02:03:00,14.92,122.61,2.0,1.8,038 km N 51° E of Jomalig (Quezon),https://earthquake.phivolcs.dost.gov.ph/2024_Earthquake_Information/October/2024_1004_1803_B1.html,"2024_1004_1803 DEPARTMENT OF SCIENCE AND TECHNOLOGY PHILIPPINE INSTITUTE OF VOLCANOLOGY AND SEISMOLOGY EARTHQUAKE INFORMATION NO. : 1 PHIVOLCS Building , C.P. Garcia Avenue, U.P.- Diliman , Quezon City, PHILIPPINES Tel.: 8426-1468 Fax: 8927-1087 Date/Time : 05 Oct 2024 - 02:03:00 AM Location : 14.92°N, 122.61°E - 038 km N 51° E of Jomalig (Quezon) Depth of Focus (Km) : 002 Origin : TECTONIC Magnitude : Ms 1.8 Reported Intensities : 11.20a 2024_1004_1803_M18D002_B1 Expecting Damage : NO Expecting Aftershocks : NO Issued On : 05 Oct 2024 - 02:11 AM Prepared by : EFRB/PPS/MAMG IMPORTANT This will be the only bulletin issued unless additional information becomes available. Always refer to the latest earthquake information posted at the PHIVOLCS official website (https://www.phivolcs.dost.gov.ph)."
05 October 2024 - 01:59 AM,2024-10-05,01:59:00,16.86,121.05,33.0,1.6,005 km S 09° W of Banaue (Ifugao),https://earthquake.phivolcs.dost.gov.ph/2024_Earthquake_Information/October/2024_1004_1759_B1.html,"2024_1004_1759 DEPARTMENT OF SCIENCE AND TECHNOLOGY PHILIPPINE INSTITUTE OF VOLCANOLOGY AND SEISMOLOGY EARTHQUAKE INFORMATION NO. : 1 PHIVOLCS Building , C.P. Garcia Avenue, U.P.- Diliman , Quezon City, PHILIPPINES Tel.: 8426-1468 Fax: 8927-1087 Date/Time : 05 Oct 2024 - 01:59:26 AM Location : 16.86°N, 121.05°E - 005 km S 09° W of Banaue (Ifugao) Depth of Focus (Km) : 033 Origin : TECTONIC Magnitude : Ms 1.6 Reported Intensities : 11.20a 2024_1004_1759_M16D032_B1 Expecting Damage : NO Expecting Aftershocks : NO Issued On : 05 Oct 2024 - 02:05 AM Prepared by : EFRB/PPS/MAMG IMPORTANT This will be the only bulletin issued unless additional information becomes available. Always refer to the latest earthquake information posted at the PHIVOLCS official website (https://www.phivolcs.dost.gov.ph)."
05 October 2024 - 01:55 AM,2024-10-05,01:55:00,17.9,121.02,1.0,2.4,022 km S 50° W of Kabugao (Apayao),https://earthquake.phivolcs.dost.gov.ph/2024_Earthquake_Information/October/2024_1004_1755_B1.html,"2024_1004_1755 DEPARTMENT OF SCIENCE AND TECHNOLOGY PHILIPPINE INSTITUTE OF VOLCANOLOGY AND SEISMOLOGY EARTHQUAKE INFORMATION NO. : 1 PHIVOLCS Building , C.P. Garcia Avenue, U.P.- Diliman , Quezon City, PHILIPPINES Tel.: 8426-1468 Fax: 8927-1087 Date/Time : 05 Oct 2024 - 01:55:45 AM Location : 17.90°N, 121.02°E - 022 km S 50° W of Kabugao (Apayao) Depth of Focus (Km) : 001 Origin : TECTONIC Magnitude : Ms 2.4 Reported Intensities : 11.20a 2024_1004_1755_M24D001_B1 Expecting Damage : NO Expecting Aftershocks : NO Issued On : 05 October 2024 - 02:05 AM Prepared by : PPS/EFRB/MAMG IMPORTANT This will be the only bulletin issued unless additional information becomes available. Always refer to the latest earthquake information posted at the PHIVOLCS official website (https://www.phivolcs.dost.gov.ph)."
05 October 2024 - 01:43 AM,2024-10-05,01:43:00,16.85,121.05,35.0,1.4,007 km S 12° W of Banaue (Ifugao),https://earthquake.phivolcs.dost.gov.ph/2024_Earthquake_Information/October/2024_1004_1743_B1.html,"2024_1004_1743 DEPARTMENT OF SCIENCE AND TECHNOLOGY PHILIPPINE INSTITUTE OF VOLCANOLOGY AND SEISMOLOGY EARTHQUAKE INFORMATION NO. : 1 PHIVOLCS Building , C.P. Garcia Avenue, U.P.- Diliman , Quezon City, PHILIPPINES Tel.: 8426-1468 Fax: 8927-1087 Date/Time : 05 Oct 2024 - 01:43:23 AM Location : 16.85°N, 121.05°E - 007 km S 12° W of Banaue (Ifugao) Depth of Focus (Km) : 035 Origin : TECTONIC Magnitude : Ms 1.4 Reported Intensities : 11.20a 2024_1004_1743_M14D035_B1 Expecting Damage : NO Expecting Aftershocks : NO Issued On : 05 Oct 2024 - 01:50 AM Prepared by : EFRB/PPS/MAMG IMPORTANT This will be the only bulletin issued unless additional information becomes available. Always refer to the latest earthquake information posted at the PHIVOLCS official website (https://www.phivolcs.dost.gov.ph)."
05 October 2024 - 01:41 AM,2024-10-05,01:41:00,17.29,120.4,22.0,1.7,005 km West of Santiago (Ilocos Sur),https://earthquake.phivolcs.dost.gov.ph/2024_Earthquake_Information/October/2024_1004_1741_B2.html,"2024_1004_1741 DEPARTMENT OF SCIENCE AND TECHNOLOGY PHILIPPINE INSTITUTE OF VOLCANOLOGY AND SEISMOLOGY EARTHQUAKE INFORMATION NO. : 2 PHIVOLCS Building , C.P. Garcia Avenue, U.P.- Diliman , Quezon City, PHILIPPINES Tel.: 8426-1468 Fax: 8927-1087 Date/Time : 05 Oct 2024 - 01:41:06 AM Location : 17.29°N, 120.40°E - 005 km 00 West of Santiago (Ilocos Sur) Depth of Focus (Km) : 022 Origin : TECTONIC Magnitude : Ms 1.7 Reported Intensities : 11.20a 2024_1004_1741_M17D021_B2 Expecting Damage : NO Expecting Aftershocks : NO Issued On : 05 Oct 2024 - 06:21 PM Prepared by : GBD/JMG/RFJ/RRDC IMPORTANT This will be the only bulletin issued unless additional information becomes available. Always refer to the latest earthquake information posted at the PHIVOLCS official website (https://www.phivolcs.dost.gov.ph)."
05 October 2024 - 01:40 AM,2024-10-05,01:40:00,16.88,121.06,33.0,1.3,004 km S 02° W of Banaue (Ifugao),https://earthquake.phivolcs.dost.gov.ph/2024_Earthquake_Information/October/2024_1004_1740_B1.html,"2024_1004_1740 DEPARTMENT OF SCIENCE AND TECHNOLOGY PHILIPPINE INSTITUTE OF VOLCANOLOGY AND SEISMOLOGY EARTHQUAKE INFORMATION NO. : 1 PHIVOLCS Building , C.P. Garcia Avenue, U.P.- Diliman , Quezon City, PHILIPPINES Tel.: 8426-1468 Fax: 8927-1087 Date/Time : 05 Oct 2024 - 01:40:42 AM Location : 16.88°N, 121.06°E - 004 km S 02° W of Banaue (Ifugao) Depth of Focus (Km) : 033 Origin : TECTONIC Magnitude : Ms 1.3 Reported Intensities : 11.20a 2024_1004_1740_M13D033_B1 Expecting Damage : NO Expecting Aftershocks : NO Issued On : 05 October 2024 - 01:48 AM Prepared by : PPS/EFRB/MAMG IMPORTANT This will be the only bulletin issued unless additional information becomes available. Always refer to the latest earthquake information posted at the PHIVOLCS official website (https://www.phivolcs.dost.gov.ph)."
05 October 2024 - 01:36 AM,2024-10-05,01:36:00,16.87,121.05,33.0,1.6,004 km S 12° W of Banaue (Ifugao),https://earthquake.phivolcs.dost.gov.ph/2024_Earthquake_Information/October/2024_1004_1736_B1.html,"2024_1004_1736 DEPARTMENT OF SCIENCE AND TECHNOLOGY PHILIPPINE INSTITUTE OF VOLCANOLOGY AND SEISMOLOGY EARTHQUAKE INFORMATION NO. : 1 PHIVOLCS Building , C.P. Garcia Avenue, U.P.- Diliman , Quezon City, PHILIPPINES Tel.: 8426-1468 Fax: 8927-1087 Date/Time : 05 Oct 2024 - 01:36:46 AM Location : 16.87°N, 121.05°E - 004 km S 12° W of Banaue (Ifugao) Depth of Focus (Km) : 033 Origin : TECTONIC Magnitude : Ms 1.6 Reported Intensities : 11.20a 2024_1004_1736_M16D032_B1 Expecting Damage : NO Expecting Aftershocks : NO Issued On : 05 Oct 2024 - 01:42 AM Prepared by : EFRB/PPS/MAMG IMPORTANT This will be the only bulletin issued unless additional information becomes available. Always refer to the latest earthquake information posted at the PHIVOLCS official website (https://www.phivolcs.dost.gov.ph)."
05 October 2024 - 01:34 AM,2024-10-05,01:34:00,9.66,126.17,32.0,1.6,014 km S 07° E of General Luna (Surigao Del Norte),https://earthquake.phivolcs.dost.gov.ph/2024_Earthquake_Information/October/2024_1004_1734_B1.html,"2024_1004_1734 DEPARTMENT OF SCIENCE AND TECHNOLOGY PHILIPPINE INSTITUTE OF VOLCANOLOGY AND SEISMOLOGY EARTHQUAKE INFORMATION NO. : 1 PHIVOLCS Building , C.P. Garcia Avenue, U.P.- Diliman , Quezon City, PHILIPPINES Tel.: 8426-1468 Fax: 8927-1087 Date/Time : 05 Oct 2024 - 01:34:24 AM Location : 09.66°N, 126.17°E - 014 km S 07° E of General Luna (Surigao Del Norte) Depth of Focus (Km) : 032 Origin : TECTONIC Magnitude : Ms 1.6 Reported Intensities : 11.20a 2024_1004_1734_M16D032_B1 Expecting Damage : NO Expecting Aftershocks : NO Issued On : 05 October 2024 - 01:39 AM Prepared by : PPS/EFRB/MAMG IMPORTANT This will be the only bulletin issued unless additional information becomes available. Always refer to the latest earthquake information posted at the PHIVOLCS official website (https://www.phivolcs.dost.gov.ph)."
05 October 2024 - 01:30 AM,2024-10-05,01:30:00,5.71,126.69,64.0,3.6,118 km S 79° E of Jose Abad Santos (Davao Occidental),https://earthquake.phivolcs.dost.gov.ph/2024_Earthquake_Information/October/2024_1004_1730_B3.html,"2024_1004_1730 DEPARTMENT OF SCIENCE AND TECHNOLOGY PHILIPPINE INSTITUTE OF VOLCANOLOGY AND SEISMOLOGY EARTHQUAKE INFORMATION NO. : 3 PHIVOLCS Building , C.P. Garcia Avenue, U.P.- Diliman , Quezon City, PHILIPPINES Tel.: 8426-1468 Fax: 8927-1087 Date/Time : 05 Oct 2024 - 01:30:21 AM Location : 05.71°N, 126.69°E - 118 km S 79° E of Jose Abad Santos (Davao Occidental) Depth of Focus (Km) : 064 Origin : TECTONIC Magnitude : Ms 3.6 Reported Intensities : 11.20a 2024_1004_1730_M36D064_B3 Expecting Damage : NO Expecting Aftershocks : NO Issued On : 05 October 2024 - 08:09 PM Prepared by : JMG/RDCC/RFJ/GBD IMPORTANT This will be the only bulletin issued unless additional information becomes available. Always refer to the latest earthquake information posted at the PHIVOLCS official website (https://www.phivolcs.dost.gov.ph)."
